ImgId,Dakota,English,who did this?
00407,anpetu,day,AZ
00407,hanyetu,night,AZ
00407,ahana,tomorrow,AZ
00407,hancokaya,midnight,AZ
00407,wiyotanhan,noon,AZ
00407,isam,past,AZ
00407,etkiya,towards,AZ
00407,a pe,hour,AZ
00407,hanke,half,AZ
00407,oape,the hour,AZ
00407,iyaye,it went,AZ
00407,ye,going,AZ
00407,hehan,at that time,AZ
00407,anpetu tokahe,monday,AZ
00407,anpetu inumpa,tuesday,AZ
00407,anpetu iyamni,wednesday,AZ
00407,anpetu itopa,thursday,AZ
00407,anpetu izaptan,friday,AZ
00407,hi,arrived here,AZ
00407,un,"use, reason, wear",AZ
00407,heciya,that area,AZ
00407,deciya,this area,AZ
00407,ohna,within,AZ
00407,akan,on,AZ
00407,ohdate,under,AZ
00407,icahda,bedside,AZ
00407,ahna,along side,AZ
00407,sni,is not so,AZ
00407,kte,if it should happen,AZ
00407,kta,it will happen,AZ
00407,ti,to live,AZ
00407,numpin,both,AZ
00407,cistina,little,AZ
00407,tanka,large,AZ
00407,hanska,"tall, long",AZ
00407,ptecena,short,AZ
00407,paha,hills,AZ
00407,he,mountains,AZ
00407,wakpa,stream,AZ
00407,can,"treas, wood",AZ
00407,otipi,house,AZ
00408,ehaƞna woawaƞyaƞke,traditional government,AZ
00408,woawaƞyaƞke,waecoƞ,AZ
00408,wokaq̇e uƞyuhapṡni keyapi,unconstitutional,AZ
00408,1946 hetaƞhaƞ wokaq̇e wowapi ohna uƞk̇uƞpta keyapi,constitutionally established,AZ
00408,dakotah wicoḣaƞ,traditional practices,AZ
00408,wayawatipi heca iyaye wicayapi,boarding school era,AZ
00408,akicita tiotipi,soldier’s lodge,AZ
00408,ayuṡtaƞ keyapi,abolished,AZ
00408,ateyapi,agent,AZ
00408,wicohank̇a nehgim hduha uƞk̇unp kiƞhaƞ uƞnipte,,AZ
00408,was’agya yuha uƞnipi uƞk̇uƞpi,,AZ
00408,dakotah iapi etkiya epazo (wo),point to your language,AZ
00408,dakotah iapi akan apuspa,touch your language (press on it),AZ
00408,yuieska waƞji wahoyapte,an interpreter will be called,AZ
00408,yuieska uƞp kiƞhaƞ yakajujupteṡni,the interpreter is provided at no cost to you,AZ
00409,ṡuƞka,dog,AZ
00409,ṡuƞkawakaƞ,horse,AZ
00409,ṡuƞḣpana,puppy,AZ
00409,taḣ̇ca,deer,AZ
00409,taḣeaska,sheep,AZ
00409,taḣcaskana,lamb,AZ
00409,pte,"cattle, female buffalo",AZ
00409,ptewiyena,female cow,AZ
00409,ptejicena,calf,AZ
00409,mato,bear,AZ
00409,matoḣota,grizzly bear,AZ
00409,matoska,polar bear,AZ
00409,maṡtiƞca,rabbit,AZ
00409,mastincana,bunny,AZ
00409,keya,snapping turtle,AZ
00409,patkaṡana,turtle,AZ
00409,hnaṡka,frog,AZ
00409,ṡuƞtokeca,wolf,AZ
00409,ṡuƞktokca,wolf,AZ
00409,ṡiṡoka,robin,AZ
00409,kimamana,butterfly,AZ
00409,maġa,goose,AZ
00409,maġataƞka,honkers,AZ
00409,maġaska,snow geese,AZ
00409,maġakṡica,duck,AZ
00409,bdeġa,pelican,AZ
00409,honaġina,housefly,AZ
00409,tuḣmuga,bee,AZ
00409,tuḣ̇muġataƞka,bumble bee,AZ
00409,tuḣmuġahaƞska,wasp,AZ
00409,tukmuġahaƞpi,honey,AZ
00409,susbeca,dragonfly,AZ
00409,susbecakayapi,cross,AZ
00409,tanaġina,hummingbird,AZ
00409,uƞktomi,spider,AZ
00409,uƞktomituokaṡke,,AZ
00409,bdoka,male,AZ
00409,abdoka,bull- like,AZ
00409,tabdoka,cattle or bull,AZ
00410,"ate heye: kuƞsi heye waohoda hoksina he cajeyata bot wanya "tokaƞuƞ heced cajetayata he?"""te heye: kuƞsi heye waohoda h","Dan said, "she is naming him waohoda hokinaws" "how come that name?" asked Bob""an said, "she is naming him waohoda hokinaws" "how come that name?"""n said, "she is naming him waohoda hokinaws" "how come th"" said, "she is naming him waohoda hokinaws" "how""said, "she is naming him waohoda hokinaw""aid, "she is naming him waohoda h""id, "she is naming him waoh""d, "she is naming him "", "she is naming h"" "she is naming"""she is namin""she is namin",AZ
00411,he,that,AZ
00411,dena,these,AZ
00411,hena,those,AZ
00411,kiƞ,the,AZ
00411,hehaƞ,then,AZ
00411,toked,how,AZ
00411,ded,here,AZ
00411,he hecetu,that is correct,AZ
00411,dena mitawa,these are mine,AZ
00411,hena mitawa,those are yours,AZ
00411,aƞpetu kiƞ de bokṡina tab ṡkatapi,they (the boys) are playing ball on this day,AZ
00411,tab ṡkatapi,playing ball,AZ
00411,hehaƞ nakuƞ wici yena ṡkatapi,also at that time the girls will be playing,AZ
00411,toked ecanu k’he?,how are you going to do this?,AZ
00411,ded najiƞ,stand right here,AZ
00411,ded,specific place near you,AZ
00412,wihaƞbde taƞka yuha,Dream big,AZ
00413,wata nitawa he owaṡtena kudkiya wakpa wacopa iyokpupu wiconi he wihanbda iycecea,,AZ
00413,wata,boat,AZ
00413,nitawa,yours,AZ
00413,owaṡtena,gently,AZ
00413,kudkiya,down,AZ
00413,wakpa,river,AZ
00413,wacopa,row,AZ
00413,iyokpupu,happily,AZ
00413,wiconi,life,AZ
00413,wihanbda,dream,AZ
00413,iycecea,is like,AZ
00414,ksunic̣iya he?,did you get hurt?,AZ
00414,tokṡta waṡte kte,It’ll be okay,AZ
00414,taku iyawapehekte,I will put a band aid on it,AZ
00414,nina waniyaƞzaƞke secece,you are sick,AZ
00414,ni tacaƞ kate,you have a fever,AZ
00414,tezi niyazaƞ he?,does your stomach hurt?,AZ
00414,ohan sica sni,don’t be stingy,AZ
00414,wiskateq hena kci yuha ṡkata,share the toys,AZ
00414,wiṡkate iye k̇a niye kci skata,take turns with the toy,AZ
00414,hoksi yopakaġa yuha,do you like playing with dolls\cars?,AZ
00414,iuƞpi hena sdodyaya he?,do you know your colors?,AZ
00414,taku hed iuƞpi he?,what color is that?,AZ
00414,iuƞpi tutke waƞji wasteyadaka,what is your favorite color?,AZ
00415,miye,me,AZ
00415,niye,you,AZ
00415,ina,mom,AZ
00415,ate,dad,AZ
00415,uƞkana,grandpa,AZ
00415,kuƞṡi,grandma,AZ
00415,tawiƞ,auntie,AZ
00415,dekṡi,uncle,AZ
00415,de miye ye,this is me (f),AZ
00415,de miye do,this is me (m),AZ
00415,ina tomehinda,my mom loves me,AZ
00415,ecuƞ,cherish,AZ
00415,ate hahana hi kte,dad is coming tomorrow,AZ
00415,aḣana,morning only,AZ
00415,hahana,tomorrow,AZ
00415,uƞkana chaƞna wohdake taiked,grandpa told a long ago story,AZ
00415,ehana,a long ago,AZ
00415,kuƞṡi awamayake,kunsi is taking care of me,AZ
00415,tuƞwiƞ mazopiyata ,auntie took me to the store,AZ
00415,dekṡi dowƞ oƞspe mikiye,uncle taught me how to sing,AZ
00415,uƞspe,teach,AZ
00415,kiye,allowed,AZ
00415,makiye,caused,AZ
00415,uƞspemakiye,"taught me, causing me to learn",AZ
00415,unspekiya,"teach, causing someone to learn",AZ
00416,togya iyaya uƞyoƞpi,direct traffic,AZ
00416,he pasiya uƞkayapi,convoy or escort,AZ
00416,wicakaṡka iyeciƞkopte ikiyena uƞ,squad in vicinity,AZ
00416,anaḣmaya omakikapi\po,isolate self for message,AZ
00416,ayuptaṡi,reply to message,AZ
00416,taku owawa ihduwiya,prepare to make a written copy,AZ
00416,ekta ḳa owicakiyaka,message for local delivery,AZ
00416,takiya anapta,message cancellation,AZ
00416,takiyab icupi,message received,AZ
00416,ide,fire,AZ
00416,taku ideg owicakiyaka,advise nature of fire,AZ
00416,toked ide he?,report progress on fire,AZ
00416,taku ṡota,smoke report,AZ
00416,hiya,negative,AZ
00416,keci wohdake,in contact with,AZ
00416,kiya yapi,en route,AZ
00416,watohan ihunnipta,ETA (estimated time of arrival),AZ
00416,owicakiyapi,need assistance,AZ
00416,wicate wiyukcaƞ okiyakapi,notify coroner,AZ
00416,weƞna owicakuwapi,chase in progress,AZ
00416,uƞ iboġaƞ,breathalyzer,AZ
00416,tuked uƞkapta,reserve lodging,AZ
00416,ṡicera akasamṗata mani heciya,work school xing at __,AZ
00416,heuƞ yutehan,delayed due to the ___,AZ
00416,uƞ mas’apa woyawa tawa,present telephone number of ___,AZ
00416,mazasu napobyapi ihnahawa yupopapte,bomb threat,AZ
00416,mazaska tipi nahotoƞ,bank alarm at ___,AZ
00416,kaṡkayake he icu,pick up prisoner\subject,AZ
00416,iyeciƞkopta hed ekihde\abu ok̇ihiṡni,improperly parked vehicle,AZ
00416,anawicaptapi,blockade,AZ
00416,iyeciƞkopta duzahaƞ akiciyapi,drag racing,AZ
00416,yuzapi,prisoner\subject in custody,AZ
00416,tawaciƞ taƞyaƞ uƞ,mental subject,AZ
00416,wicakaṡke sib etaƞhaƞ najice,prison\jail break,AZ
00416,manupi kiƞpi,wanted\stolen indicated,AZ
00417,kikta po! waƞna ṡakowiƞ ape. waƞna wayawa da p’te iyehaƞtu,"dad said, "wake up kids, it’s 7 am. Time for school"""ad said, "wake up kids, it’s 7 am. Time f""d said, "wake up kids, it’s 7 a"" said, "wake up kids, ""said, "wake up""aid, "w""i",AZ
00418,hohotaƞna,swing,AZ
00418,yeyapi,swing,AZ
00418,siceca akaƞ skatopi,swing set,AZ
00418,wiyaka koka,sandboy,AZ
00418,osdohaƞ kicuƞpi,slide (or sledding),AZ
00418,ocaƞiyadipi,ladder,AZ
00418,oƞ nakicihuƞhuƞzapi,teeter totter,AZ
00418,pataƞiyeya,push,AZ
00418,pataƞiyeciyek’ta,I’m going to push you,AZ
00419,wato,grass,AZ
00419,wato toya yaƞke,"the grass is sitting there, green",AZ
00419,tibdaya,yard,AZ
00419,tiomni,around the house,AZ
00419,siceca opahmihma,stroller,AZ
00419,siceca opahmihma awacayapi,take the children in the stroller,AZ
00419,tipi ahomni makoce mitawa,,AZ
00419,yena opamnica,wagon,AZ
00420,ihaƞke,conclusion,AZ
00420,oowa taƞṡnaṡni eekiya,consonant substitution,AZ
00420,woyake okiya,context clue,AZ
00420,wicoie yutokca,contraction,AZ
00420,iyutokca,contrast,AZ
00420,hehan nisto,cue,AZ
00420,ayuco owapi,cursive,AZ
00420,woecoƞ,custom,AZ
00420,wicoie woeye oyake,declarative sentence,AZ
00420,woicoie yuotaƞiƞ,decode,AZ
00420,toked kapi oyakapi,definition,AZ
00421,isaƞpa,greater than,AZ
00421,yuwitaya,grouping,AZ
00421,ayupta waciƞ,guess and check,AZ
00421,wakantuya iyuta,height,AZ
00421,wakantuya,telling height,AZ
00421,oape,hour,AZ
00421,itokab,in front,AZ
00421,napsoiyute,inch,AZ
00421,imahed,inside,AZ
00421,catka,left,AZ
00421,ahaƞske,length,AZ
00421,aokpani,less than,AZ
00421,oyaƞke,location,AZ
00421,iyokapte oiyute,measuring cup,AZ
00421,oapecistiƞna,minute,AZ
00421,okaq̇e s’e,minute,AZ
00422,owaṡ deci upi,everyone come here,AZ
00422,yuwita wauƞtapte,we’ll eat together,AZ
00422,ṡiceca deciya wod upi,come over here kids and eat,AZ
00422,ihdukutṡni (wo),don’t cut yourself down,AZ
00422,iṡtasaƞ makiya,snapped their eyes at me,AZ
00422,tate cosyaked yaƞke,warm air mass,AZ
00422,tate sniyake yaƞke,cold air mass,AZ
00422,waziyata oḣankoya u,Alberta clipper,AZ
00422,omnina,"calm, sheltered area",AZ
00422,mazanina,"mercury (the substance, not the planet or the person)",AZ
00422,heced wauƞ make,"I’m just going along, surviving",AZ
00422,hecekced wauƞ,I’m so-so,AZ
00422,inihaƞ,nervous,AZ
00422,nihiƞc̣iye,nervous,AZ
00422,inihaƞs’ece,looks like he’s nervous (if you’re watching someone speak in public),AZ
00422,aƞpetu itopa kiƞhaƞ hnaṡka otunweta bde kte,next Thursday I’m going to Fargo,AZ
00423,taktokanuƞ he?,what are you doing or what’s happening with you?,AZ
00423,taktokanuƞ kte he?,what are you going to be doing?,AZ
00423,taktokamuƞṡni,I’m not doing anything,AZ
00423,ḣtanihaƞ taktokanuƞ he?,what did you do yesterday?,AZ
00423,toniketu he?,how are you? (used if someone has been ill and you are asking how their health is),AZ
00423,tonikeca he?,what’s wrong (with you)?,AZ
00423,mataƞyaƞkeṡni,I’m not feeling well,AZ
00423,nizani he?,are you well?,AZ
00424,de hmiyaya,this is round,AZ
00424,de hmiyaya kaq̇u,make this round,AZ
00424,hmiyayake,"roundish, kind of round",AZ
00424,okaƞ,there’s room,AZ
00424,okaƞṡni,"no room, no place to sit",AZ
00425,wato,grass,AZ
00425,ṡiceca pahmihma,stroller,AZ
00425,haƞwi,moon,AZ
00425,wato tyena waƞke,the grass is green,AZ
00425,ṡiceca pahmnihma ohna awicayapi,they’re taking the children in the stroller,AZ
00425,haƞwi iyoyamya yaƞke,the moon is shining,AZ
00425,toyena,in the manner of the shades of green or the color green (also traditionally mean in the manner of teh shades of blue),AZ
00425,waƞke,laying there,AZ
00425,ṡiceca,children,AZ
00425,awica,they are taking them,AZ
00425,pahmihma,rolling along,AZ
00425,iyoyamya,casting a light,AZ
00425,yaƞke,it is there (sitting there),AZ
00426,akecapi,common fractions,AZ
00426,dutokṡta iyececa,communtative property,AZ
00426,woyawa tohiƞniya yutocka ṡni,constant,AZ
00426,oiseg akedceca,corresponding angles,AZ
00426,onapta akediceca,corresponding sides,AZ
00426,onapta sakpe akediceca,cube,AZ
00426,mibe haƞska,cylinder,AZ
00426,woyawa yuwitaya,data,AZ
00426,woyawa icikiyena,data cluster,AZ
00426,wikcemnamna woyawa,decimal,AZ
00426,wikcemnamna w,decimal additon,AZ
00426,wikcemnamna wo,decimal division,AZ
00427,hi kpajaja,brush your teeth,AZ
00427,suƞka wolcu,feed the dog,AZ
00427,siceca tokṡu akipe,wait for the bus,AZ
00427,taku yata yaciƞ he?,what do you want to eat?,AZ
00427,siceca tokṡu awayaƞa,watch for the bus,AZ
00428,tahuocosye,scarf,AZ
00428,tahuocosye akiktoƞje ṡni (wo),don’t forget your scarf,AZ
00428,nuq̇eakatipa uƞpi,earmuffs,AZ
00428,nuq̇e akaḣpa uƞpi kicuƞ,put on your earmuffs,AZ
00428,heca nuqe ni tasake we sni,so you don’t freeze your ears,AZ
00428,caƞṡiƞhaƞpa,rubber boots,AZ
00428,caƞṡiƞhaƞpu nukiƞhaƞ siha nispaye k’te ṡni,wear your rubber boots so your feet won’t get wet,AZ
00429,waktapi woyute,caution foods,AZ
00429,hena tona yata he?,how many times do you eat these?,AZ
00429,woyute caƞsiƞ ṡe,gummy snacks,AZ
00429,bdo wihdi uƞkaġapi,french fries,AZ
00429,caƞhaƞpṡaṡana bdaska,candy bars,AZ
00429,bdo zibzipena ipihyapi,potato chips,AZ
00429,kokapapina,soda pop,AZ
00429,aƞpahotona ceġuġuyapi,fried chicken,AZ
00429,aguyapi bdaska tado icahiyapi,pizza with meat,AZ
00430,taƞka,big,AZ
00430,cistiƞna,little,AZ
00430,haƞska,long,AZ
00430,ptecena,short,AZ
00430,cepa,fat,AZ
00430,tameheca,skinny,AZ
00430,boḣi,roundish and plump,AZ
00430,hmniya,circle,AZ
00430,caƞtes’e,heart shape,AZ
00430,obdetuƞ,square,AZ
00431,omaka tataƞka cekpa wicayuhe he’ehan,the year of the buffalo calf twins,AZ
00431,wowapi de ataƞcaƞpi hena wicayuonihaƞpi,this book is dedicated to all of the tribal leaders,AZ
00432,siha,foot,AZ
00432,tapu,cheeks,AZ
00432,obdetuƞ haƞska,rectangle,AZ
00432,caƞtes’e,heart shape,AZ
00432,obdetuƞ,square,AZ
00432,hmiyaya,circle,AZ
00432,oiseyamni,triangle,AZ
00432,osni,cold,AZ
00432,waahnutapi akaƞ siha ekihnake ṡni,don’t put your feet on the table,AZ
00432,tapu mitawa sni,my cheeks are cold,AZ
00432,obdetuƞ haƞska he toya,make the rectangle blue,AZ
00432,caƞtes’e owapi kaġa,make a heart shape,AZ
00432,obdetuƞ wanji yuksa,cut a square,AZ
00432,hmiyaya kaġa,draw a circle,AZ
00432,oiseyamni s’ecece,it looks like a triangle,AZ
00432,takad osni,it’s cold outside,AZ
00432,ehnake,place,AZ
00432,e(ki)hnake,placed by self,AZ
00432,s’ecece,"looks like, is like",AZ
00433,wicaƞḣpi,star,AZ
00433,wi,sun or mouth,AZ
00433,haƞwi,moon,AZ
00433,anpao,sunrise,AZ
00433,makoce,earth,AZ
00433,mniwaƞca,ocean,AZ
00433,bde,lake,AZ
00433,wakpa,river,AZ
00433,wakpana,creek,AZ
00433,wiwi,slough,AZ
00433,makosmaka,valley,AZ
00433,kaksiza,ravine,AZ
00433,paha,hill,AZ
00433,he,mountain,AZ
00433,caƞotaƞka,forest,AZ
00433,maġa,field,AZ
00433,owoju,garden,AZ
00433,waġacaƞ,cottonwood tree,AZ
00433,pecaƞ,elm,AZ
00433,pejuta,medicine,AZ
00434,"huƞkub heye, "waƞna uƞyaƞpte"""uƞkub heye, "wa""ƞk","mother duck said, it’s time to go",AZ
00434,""yuowecaƞ iƞajiƞpi""yuowecaƞ iƞajiƞpi",everybody got in line,AZ
00434,apataƞptaƞ caƞku ihaƞke ed inajiƞpi,they waddled to the edge of the road,AZ
00434,"huƞka heye "etapa etuƞwaan!"""uƞka heye "etapa""ƞka h","mother duck said, "look to the right"""other duck said, """",AZ
00434,owaṡiƞna etapa etuƞwaƞpi,and they all looked to the right,AZ
00434,hehaƞ huƞkub heye catkayata etaƞwam,"then mother duck said "look to the left"""hen mother duck s",AZ
00434,owasiƞna catakayata etuƞwaƞpi,they all looked to the left,AZ
00434,"hehan huƞkub heye, "tke etapa etuƞwein"""ehan huƞkub heye, """",and then mother duck said look to the right again,AZ
00434,owasiƞna ake etapa etuƞ waƞpi,and they all looked to the right,AZ
00435,wipajaja wihdirsdayujaja iyeced wipajaja woyazaƞkajayujaja,"soap washes off vaseline, like soap washes off germs",AZ
00435,wihdi sda ,vaseline,AZ
00435,woyakiya,makes sickness,AZ
00435,mni iyecyena okihisni,plain water does not,AZ
00435,"koka sniyapi ohnakapi taṡupa, iyaġezizi, haƞstayeka, asaƞpi, aġuyapi saka","cooler, hot dog, bananas, grapes, milk, crackers",AZ
00435,"aguyapi, tado yakpaƞpi, bdo waape ska ska, bdo waḣpe baksaksa","bread, sandwich, potato salad",AZ
00435,sakayutapi,watermellon,AZ
00435,"wicupe ka cat kayata ehnapi wicape ka ipa kiƞta catka etaƞ ehnokopi, hehan tukiya ḳa isaƞ etapa","fork and napkin go on the left, knife and spoon on the right",AZ
00435,tiyata uspe ciciya,practice at home,AZ
00436,henuḣ niya uƞhe?,are you still living? (joking way),AZ
00436,tokedked yauƞ he?,what happened to you?,AZ
00436,wau owakihi ṡni,I couldn’t come,AZ
00436,bdaowakihi ṡni,I can’t go ,AZ
00436,wakag owakihṡni,I couldn’t make it,AZ
00436,heekṡe ope ṡni,"that doesn’t belong there\jokingly refers to "as if"""hat do",AZ
00436,nakahaḣ yahi he?,"you’re just now arriving? (finally, you are here?)",AZ
00436,tukted ḣtayani he?,where do you work?,AZ
00436,taktokanuƞ he?,what do you do?,AZ
00437,nic̣upi,those guys gave to you,AZ
00437,nic̣upipi,they gave it to you guys,AZ
00437,kicic̣upi mic̣u,gave to each other,AZ
00437,opapce,they are involved too,AZ
00437,wicapce waciṡa,they also dance,AZ
00437,makupi,they give me,AZ
00437,ohiƞni makupi,,AZ
00437,naḣoƞpce,they really did hear it,AZ
00437,naḣoƞpi,they hear it,AZ
00437,manipi yuoecaƞ manipi,walk in a straight line,AZ
00437,inajiƞpi,stand up,AZ
00437,wanagiiyeṡni,don’t bother anyone\keep your hands to yourself,AZ
00437,wanapiṡtaƞye ṡni,,AZ
00438,wi,sun,AZ
00438,wasukaza,snowflake,AZ
00438,wawicaṡta,snowman,AZ
00438,wi wana hinape k’te,the sun is almost coming up,AZ
00438,wowapi ska etahaƞ wasukaza yuksa,cut a snowflake out of paper,AZ
00438,wawicaṡ̇ta uƞkaġapi,we made a snowman,AZ
00438,hinape,to peek out,AZ
00438,k’te,going to happen,AZ
00438,yuksa,you cut,AZ
00438,bduksa,I cut,AZ
00438,yuksaksa,cutting,AZ
00438,kaġa,make,AZ
00438,kaġapi,they make,AZ
00438,uƞkaġapi,we make,AZ
00439,yuṡpuṡpu,"cash, like a check (take things apart)",AZ
00439,wahduṡpuṡpu,I’m going to cash a check,AZ
00440,zaniya wauƞṡni,I am not well,AZ
00440,taƞyaƞ yauƞṡni he?,are you not well?,AZ
00440,iyomakpi caƞtemawaṡte,I’m happy,AZ
00440,caƞtemaṡica,I’m sad,AZ
00440,iyokmaṡica,I’m lonely,AZ
00440,he waṡtewadake,I like that,AZ
00440,he iyomakpi,I like that,AZ
00440,ṡni,not,AZ
00440,tka,but,AZ
00440,oziwakiye,I’m resting,AZ
00440,ozikiye,rest,AZ
00441,tona apa he yakipi he?,what time did you guys get home?,AZ
00441,yakipiṡni kiƞhaƞ nihun caƞze kte,you guys should get home before you mom gets mad,AZ
00441,ḣemani ohnaya yakipi he?,did you come home on the train?,AZ
00441,heciya i,he went over there,AZ
00441,tuwe i he?,who went?,AZ
00441,tokṡta heciya i kte,he will go later,AZ
00441,John wayawa tipi heciya i,,AZ
00441,htanihaƞ wai,I went yesterday,AZ
00441,fargo ta wai,I went to Fargo,AZ
00441,heciya wacipi wai,I went to a powwow,AZ
00441,heciya yai he?,did you go over there?,AZ
00441,heciya yai,you went over there,AZ
00441,tuwe kci yai he?,who went with you?,AZ
00441,hahaƞna saƞpa heciya yai,you already went,AZ
00442,aƞpetu wakan yamni,3 sundays but can mean three weeks,AZ
00442,iyohakab,after,AZ
00442,imacage,I was born,AZ
00442,imacage iyohakab,after I was born,AZ
00442,iyohakab,after (or later),AZ
00442,ina,mom,AZ
00442,iṡnana,alone,AZ
00442,icaḣmaye,raised me,AZ
00442,yoki huƞku icaḣye,Jody’s mother raised her,AZ
00442,icaḣye,connotes a longer term and you live there,AZ
00442,awaƞmayake,if it’s not a very long time (took care of me) could mean babysat,AZ
00443,woyute obe toktokca ota,foods come in many forms,AZ
00443,aƞpetu iyohiyena woyute heced kapi woyuteawas obe toktokca uƞyutapi,variety means we get to eat a lot of different foods each,AZ
00443,woyuteg dena togye kaġapi,these foods come in many forms,AZ
00443,maza ohnakapi teca sniyapi puza heced yuwiyeyapi,"they can be fresh, canned, frozen, and dried",AZ
00444,yuhukud icupi,download,AZ
00444,waƞna yuhukud icupi,download now,AZ
00444,oic̣iwa,log-in,AZ
00444,oic̣̣iwa kcaġa,create log-in,AZ
00444,icaje owa,write your name,AZ
00444,naḣma wicoie kcaġa,password,AZ
00444,tonitaƞhaƞ okiwa,write your address,AZ
00444,woyawa masapa okiwa,write your phone number,AZ
00444,ake owa,write it again,AZ
00444,hituƞkaƞna opta iyaye,mouse over,AZ
00444,takuku iwayakapi,browse,AZ
00444,odepi,search,AZ
00444,taku owas pazob,site map,AZ
00444,opetuƞpi ehnaka,shopping cart,AZ
00444,opetuƞpi hduṡtaƞpi,check out,AZ
00444,woyawa kaƞsu icazo,credit card number,AZ
00444,hehan ehaƞke kiƞ,expiration date,AZ
00444,wi,month,AZ
00444,omaka,year,AZ
00444,woyawa iḣeyata yaƞke,CVV code,AZ
00444,hecehna henuli opetuƞ,continue shopping,AZ
00444,wohnaka akta ehnaka,add to cart,AZ
00444,wohnaka yaciƞṡni kiƞkaƞ icu,remove from cart,AZ
00444,tona uƞ wokajuju,price,AZ
00445,aƞpetu de inwaḣni taku nina ota ecamuƞ kte,I’m going to have busy day today,AZ
00445,ipad uƞspemakiyapte,I have Ipad training,AZ
00445,ḣtaƞyetu taƞyaƞ miṡtimaṡni,I didn’t sleep well last night,AZ
00445,ṡicaya wiwahaƞbde,I had bad dreams,AZ
00445,omakikya,tell me about it,AZ
00445,okoihaƞke waṡte duha he?,did you have a nice weekend?,AZ
00445,okoihaƞke taktokanuƞ he?,what did you do last weekend?,AZ
00445,yahi kiƞ nina iyouƞkpipi,we are glad you came (aka welcome),AZ
00446,"I learned mni, asaƞpi haƞpi, wahpe, and mni katu","Kuƞsi, guess what I learned today? I learned how to say things to drink in Dakotah class",AZ
00447,kaksa,chop (like with an ax),AZ
00447,yuksa,you cut with scissors,AZ
00447,yuksaksa,cut into different sizes like material,AZ
00447,baksa,sawing,AZ
00447,baksaksa,cut into pieces or chunks,AZ
00447,hduksa,cut your own,AZ
00447,wahduksa kte,I’m going to cut my own,AZ
00447,miciyuksa kte,he or she is going to cut my ,AZ
00447,obaksa,break a piece off,AZ
00447,ȯbaksapi,something that I broke apart or cut in half,AZ
00447,kaksaksa,to chop up,AZ
00448,de miye ḳa niye iyeced,just the same as you and me,AZ
00448,Frosty iyayeg wayaka,look at frosty go,AZ
00448,wa pahaya akaƞ,over the hills of snow,AZ
00448,̣frosty wawicasta,frosty the snowman,AZ
00448,aƞpetu de wi kata sdodye,knew the sun was hot that day,AZ
00448,heced uƞiyaƞkapte,"so he said "let’s run"""o he said ",AZ
00448,ḳa hehaƞ iyokpiya uƞskaƞpte,and we’ll have some fun,AZ
00448,waƞna ma ṡkaƞ ṡni eced,now before I melt away,AZ
00448,okuya oeti ekta,down to the village,AZ
00448,owaƞkicahiƞte yuha,with a broomstick in his hand,AZ
00448,enana itoheya ioyaƞke,running here and there,AZ
00448,obdetuƞ aokṡaƞ,all around the square,AZ
00448,omayaduza oyakihi kiƞhaƞ,"saying "catch me if you can"""aying "catch me if y""ying "catch m""ing "ca""ng",AZ
00448,otuƞwe ocaƞku kudiya awicaye,he led them down the streets of town,AZ
00448,wicakaṡke etkiya,right to the traffic cop,AZ
00448,ocistinƞna inaniƞ,and he only paused a moment,AZ
00449,de waste,this is good,AZ
00449,de John tawa,this is John’s,AZ
00449,he taku he?,what is that?,AZ
00449,de,this one,AZ
00449,he waṡtedakapi,they like that,AZ
00449,he ṡni,not that,AZ
00449,he tuwe hu?,who is that?,AZ
00449,he kata,that is hot,AZ
00449,iyeciƞkopta he nitawa he?,is that your car?,AZ
00449,caƞsakena he icu,pick up that stick,AZ
00449,Mary saksanica teca de tawa,this is Mary’s new dress,AZ
00449,de tuwe caƞ cega tawa?,who’s drum is this?,AZ
00449,mija hena bduha tka,I used to have those,AZ
00449,dena tuwe kuq̇a he?,who made these?,AZ
00449,John caƞduhupa he kaga,John made that pipe,AZ
00449,he tuwe heya he?,who said that?,AZ
00449,apetu izaptaƞ he’ehaƞ he opewatuƞ,I bought that on Friday,AZ
00449,inipi he uƞkagapi,we made that sweat lodge,AZ
00449,wicasta he nina woiḣa,that man is really funny,AZ
00449,de ehaṡ ota,this is too many,AZ
00449,odowan he nina tehan nawahoƞṡni,I haven’t heard that song for a long time,AZ
00449,he tuwe de apsica okihi he?,who can jump over that?,AZ
00449,haḣƞna dena wakajuju kte,tomorrow I will pay for these,AZ
00449,he mahed ehnaka,put that away,AZ
00449,aƞpetu wakaƞ hena kuƞsi kaga cee tka,my grandma used to make that on sundays,AZ
00449,kaƞsu opewatuƞ ka sina de ohiwaye,I bought a ticket and won this blanket,AZ
00449,telvision he tuwe piya okihi he?,who can fix that broken television?,AZ
00449,caƞguinja ckaḣpapina he icu ka katata,pick up that rug and shake it,AZ
00450,tohan omniciya huhapte?,when are you meeting,AZ
00450,taku iwoyahda kapta he?,what are you going to talk about,AZ
00450,iha,beats me,AZ
00450,taku kakes,anything,AZ
00450,uƞkciġapte,arguing,AZ
00450,uƞkcizapte,fighting,AZ
00450,takuku iwouƞhdakapte,talking about different things,AZ
00451,ekodakciya taku yuoetaƞ hnaka,organization,AZ
00451,ptedyena oyaka ,outline,AZ
00451,wowapi ojuha wanin,pamphlet,AZ
00451,iapi oonajiƞ,paragraph,AZ
00451,oeye,passage,AZ
